Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Average_score
0,3.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,2.0,180
1,0.0,0.0,1,1.0,1.0,2.0,1.0,1.0,0.0,0.0,219
1,0.0,1.0,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,175
0,2.0,4.0,1,0.0,2.0,1.0,1.0,2.0,1.0,0.0,183
1,3.0,0.0,0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,216
0,0.0,1.0,1,0.0,1.0,0.0,1.0,5.0,1.0,0.0,214
0,3.0,1.0,1,0.0,2.0,2.0,1.0,4.0,1.0,1.0,210
1,1.0,4.0,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,277
1,1.0,0.0,0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,204
1,0.0,3.0,1,0.0,1.0,1.0,1.0,2.0,0.0,1.0,245
1,2.0,1.0,1,1.0,2.0,1.0,1.0,4.0,0.0,2.0,215
1,1.0,2.0,1,1.0,2.0,1.0,1.0,2.0,0.0,0.0,261
0,1.0,1.0,1,1.0,1.0,2.0,0.0,4.0,0.0,1.0,222
0,2.0,2.0,0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,194
0,2.0,2.0,1,0.0,2.0,2.0,1.0,2.0,1.0,2.0,222
1,3.0,0.0,1,0.0,1.0,0.0,0.0,2.0,0.0,1.0,175
0,1.0,0.0,1,1.0,2.0,1.0,1.0,1.0,1.0,0.0,203
1,2.0,0.0,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,112
0,3.0,4.0,0,0.0,2.0,1.0,1.0,4.0,1.0,2.0,149
1,4.0,1.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,232
0,2.0,0.0,0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,89
1,3.0,0.0,0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,129
1,4.0,0.0,1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,151
0,2.0,1.0,1,1.0,0.0,1.0,1.0,4.0,0.0,1.0,195
1,3.0,0.0,1,1.0,0.0,1.0,0.0,2.0,0.0,1.0,207
0,0.0,2.0,1,0.0,1.0,1.0,0.0,6.0,0.0,2.0,227
0,1.0,2.0,0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,247
1,2.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,185
0,1.0,3.0,1,0.0,2.0,1.0,1.0,2.0,1.0,0.0,225
0,0.0,0.0,1,1.0,0.0,1.0,1.0,2.0,0.0,2.0,282
0,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,140
0,1.0,1.0,1,0.0,0.0,2.0,1.0,0.0,0.0,1.0,215
0,2.0,3.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,122
1,0.0,3.0,0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,166
0,1.0,0.0,0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,160
0,0.0,1.0,1,0.0,2.0,2.0,1.0,2.0,0.0,0.0,199
0,1.0,0.0,1,0.0,0.0,2.0,1.0,4.0,0.0,1.0,239
1,3.0,0.0,1,0.0,1.0,2.0,0.0,2.0,0.0,0.0,154
0,0.0,0.0,1,0.0,1.0,1.0,1.0,4.0,0.0,0.0,182
1,1.0,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,175
1,0.0,4.0,1,1.0,1.0,0.0,1.0,3.0,0.0,0.0,278
1,3.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,228
1,3.0,0.0,1,1.0,1.0,2.0,1.0,0.0,1.0,1.0,293
0,2.0,1.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,236
1,1.0,0.0,1,0.0,1.0,2.0,1.0,1.0,0.0,1.0,211
1,0.0,0.0,1,0.0,0.0,2.0,1.0,4.0,1.0,2.0,201
1,4.0,1.0,1,0.0,0.0,1.0,1.0,2.0,0.0,1.0,193
1,2.0,2.0,0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,220
0,4.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,191
0,0.0,0.0,1,0.0,1.0,1.0,1.0,3.0,1.0,0.0,235
1,1.0,0.0,1,1.0,2.0,1.0,1.0,1.0,0.0,1.0,175
1,1.0,0.0,0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,173
1,0.0,2.0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,274
0,3.0,0.0,0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,119
0,2.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,2.0,221
1,0.0,0.0,1,1.0,1.0,2.0,0.0,2.0,1.0,1.0,260
0,1.0,3.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,267
0,3.0,1.0,0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,212
1,1.0,3.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,285
1,4.0,3.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,232
0,1.0,3.0,1,0.0,1.0,2.0,0.0,2.0,1.0,1.0,237
0,2.0,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,156
1,0.0,0.0,1,1.0,1.0,2.0,1.0,3.0,0.0,0.0,239
1,2.0,1.0,1,0.0,1.0,1.0,1.0,3.0,1.0,1.0,132
1,3.0,0.0,1,0.0,1.0,2.0,1.0,1.0,1.0,0.0,203
1,2.0,0.0,1,0.0,0.0,2.0,1.0,3.0,0.0,2.0,210
0,2.0,0.0,1,1.0,1.0,2.0,1.0,3.0,0.0,2.0,209
1,1.0,1.0,0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,136
0,3.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,2.0,217
0,2.0,3.0,1,0.0,1.0,1.0,1.0,3.0,0.0,0.0,180
1,2.0,1.0,1,0.0,0.0,2.0,1.0,2.0,0.0,1.0,210
0,0.0,3.0,0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,206
1,0.0,0.0,1,1.0,2.0,1.0,1.0,4.0,0.0,2.0,256
1,1.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,212
0,3.0,1.0,0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,183
1,2.0,0.0,1,0.0,2.0,1.0,1.0,4.0,0.0,2.0,266
0,1.0,3.0,1,0.0,0.0,1.0,0.0,3.0,0.0,0.0,193
1,2.0,2.0,0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,234
1,1.0,3.0,1,1.0,1.0,1.0,1.0,2.0,1.0,0.0,202
0,2.0,0.0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,236
1,4.0,0.0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,186
0,1.0,0.0,1,0.0,2.0,0.0,1.0,2.0,1.0,1.0,196
1,3.0,3.0,0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,195
1,1.0,0.0,1,0.0,2.0,2.0,0.0,1.0,1.0,1.0,273
1,2.0,2.0,0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,185
1,2.0,2.0,0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,119
1,0.0,1.0,0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,194
0,1.0,4.0,1,1.0,1.0,1.0,0.0,2.0,0.0,1.0,300
0,3.0,1.0,0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,79
0,3.0,4.0,0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,248
1,2.0,1.0,0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,208
1,2.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,192
0,2.0,1.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,173
1,2.0,2.0,0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,245
0,4.0,0.0,1,0.0,0.0,1.0,0.0,3.0,0.0,1.0,169
0,1.0,1.0,1,1.0,1.0,2.0,0.0,3.0,0.0,1.0,270
1,2.0,0.0,1,1.0,1.0,2.0,1.0,2.0,1.0,0.0,167
0,1.0,0.0,0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,223
0,3.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,126
1,1.0,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,231
1,0.0,4.0,1,0.0,3.0,1.0,0.0,3.0,0.0,0.0,248
0,2.0,1.0,1,1.0,0.0,2.0,0.0,3.0,0.0,1.0,196
0,2.0,0.0,1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,204
0,1.0,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,138
1,0.0,4.0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,208
0,2.0,0.0,1,0.0,1.0,1.0,0.0,3.0,0.0,1.0,189
0,1.0,3.0,1,1.0,2.0,2.0,0.0,5.0,0.0,2.0,278
0,2.0,1.0,1,1.0,0.0,2.0,0.0,2.0,0.0,1.0,237
0,3.0,0.0,1,1.0,2.0,1.0,1.0,0.0,1.0,1.0,264
1,4.0,0.0,1,0.0,2.0,1.0,1.0,1.0,0.0,2.0,117
1,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,239
0,3.0,3.0,0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,183
0,1.0,1.0,1,1.0,2.0,2.0,0.0,7.0,0.0,1.0,237
1,1.0,1.0,0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,169
0,4.0,0.0,1,0.0,1.0,1.0,1.0,3.0,1.0,0.0,157
0,0.0,1.0,0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,184
1,1.0,0.0,1,1.0,0.0,1.0,1.0,4.0,0.0,1.0,282
0,3.0,0.0,0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,141
0,1.0,2.0,1,0.0,0.0,2.0,1.0,1.0,1.0,0.0,218
0,2.0,2.0,1,0.0,2.0,2.0,0.0,5.0,0.0,1.0,211
0,2.0,4.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,153
0,1.0,3.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,221
0,1.0,1.0,1,0.0,2.0,1.0,1.0,3.0,0.0,0.0,213
0,0.0,1.0,0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,168
1,3.0,3.0,0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,201
0,3.0,3.0,0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,172
0,0.0,0.0,0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,91
0,2.0,0.0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,155
0,2.0,1.0,0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,184
0,0.0,1.0,1,0.0,2.0,0.0,1.0,0.0,0.0,1.0,247
0,2.0,3.0,1,0.0,1.0,1.0,1.0,5.0,0.0,0.0,218
0,2.0,1.0,1,0.0,1.0,1.0,1.0,4.0,0.0,0.0,164
1,1.0,0.0,0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,167
1,4.0,4.0,0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,163
0,1.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,248
0,3.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,197
1,3.0,0.0,1,0.0,1.0,2.0,0.0,2.0,1.0,2.0,165
0,2.0,0.0,0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,216
0,3.0,2.0,1,1.0,2.0,1.0,1.0,2.0,1.0,2.0,228
0,3.0,0.0,1,0.0,2.0,1.0,1.0,0.0,0.0,1.0,209
0,2.0,3.0,0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,127
1,0.0,3.0,1,1.0,0.0,2.0,0.0,4.0,0.0,1.0,275
1,0.0,1.0,1,0.0,0.0,2.0,1.0,0.0,0.0,1.0,238
0,1.0,3.0,1,0.0,0.0,2.0,0.0,2.0,0.0,0.0,241
1,3.0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,236
0,3.0,0.0,1,0.0,1.0,1.0,0.0,2.0,0.0,1.0,211
0,1.0,0.0,1,0.0,1.0,1.0,1.0,4.0,1.0,0.0,188
0,3.0,0.0,1,0.0,1.0,1.0,1.0,2.0,0.0,0.0,215
0,0.0,2.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,239
1,1.0,0.0,1,0.0,0.0,1.0,1.0,7.0,0.0,2.0,197
1,3.0,3.0,1,1.0,0.0,2.0,1.0,0.0,1.0,0.0,270
0,4.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,159
0,1.0,3.0,1,0.0,1.0,1.0,1.0,0.0,1.0,2.0,180
0,4.0,0.0,1,1.0,0.0,2.0,0.0,1.0,1.0,1.0,228
0,2.0,0.0,1,0.0,0.0,1.0,1.0,2.0,1.0,0.0,158
0,2.0,2.0,0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,204
1,3.0,0.0,1,0.0,1.0,2.0,0.0,2.0,1.0,1.0,224
0,0.0,0.0,1,1.0,2.0,1.0,1.0,3.0,0.0,2.0,297
0,2.0,0.0,1,0.0,0.0,2.0,1.0,3.0,0.0,0.0,228
0,1.0,2.0,1,0.0,1.0,1.0,0.0,2.0,0.0,0.0,274
1,1.0,2.0,0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,216
1,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,256
1,1.0,0.0,0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,185
0,4.0,0.0,0,0.0,2.0,1.0,1.0,4.0,0.0,2.0,140
0,4.0,2.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,180
0,1.0,4.0,1,0.0,0.0,2.0,1.0,0.0,1.0,0.0,214
0,0.0,2.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,215
0,3.0,4.0,1,0.0,0.0,2.0,0.0,1.0,1.0,2.0,252
1,0.0,0.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,264
1,0.0,0.0,1,0.0,1.0,1.0,1.0,2.0,0.0,0.0,212
0,0.0,2.0,1,0.0,1.0,2.0,0.0,1.0,1.0,0.0,184
0,1.0,2.0,0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,191
0,2.0,0.0,1,1.0,0.0,0.0,1.0,2.0,0.0,0.0,123
0,3.0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,129
0,3.0,0.0,1,1.0,1.0,0.0,0.0,4.0,1.0,0.0,137
0,2.0,0.0,0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,142
0,2.0,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,2.0,197
0,2.0,1.0,0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,193
0,2.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,213
1,3.0,0.0,1,1.0,2.0,2.0,1.0,3.0,1.0,1.0,173
0,3.0,2.0,1,0.0,1.0,2.0,0.0,2.0,0.0,1.0,204
1,3.0,3.0,0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,182
1,3.0,1.0,1,1.0,1.0,1.0,1.0,2.0,0.0,0.0,253
0,2.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,139
0,2.0,0.0,1,0.0,2.0,0.0,1.0,4.0,1.0,1.0,159
1,2.0,3.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,262
1,2.0,4.0,0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,229
0,0.0,0.0,1,1.0,2.0,2.0,0.0,5.0,0.0,1.0,241
1,1.0,4.0,1,1.0,0.0,1.0,1.0,2.0,0.0,0.0,260
0,1.0,3.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,225
0,2.0,0.0,0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,169
0,3.0,1.0,1,1.0,1.0,1.0,0.0,3.0,0.0,1.0,246
1,2.0,3.0,1,1.0,1.0,2.0,0.0,2.0,0.0,2.0,219
0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,209
1,3.0,0.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,195
1,2.0,3.0,1,1.0,1.0,2.0,0.0,1.0,0.0,1.0,240
1,0.0,1.0,1,1.0,1.0,0.0,1.0,3.0,0.0,1.0,260
1,0.0,1.0,1,1.0,2.0,0.0,1.0,2.0,1.0,0.0,240
0,2.0,3.0,1,0.0,0.0,2.0,0.0,3.0,0.0,1.0,176
1,3.0,0.0,0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,162
1,2.0,2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,217
0,2.0,1.0,0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,260
1,1.0,0.0,1,0.0,0.0,2.0,0.0,1.0,0.0,0.0,169
0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,241
0,3.0,4.0,1,1.0,1.0,2.0,1.0,1.0,0.0,1.0,244
0,0.0,3.0,1,1.0,2.0,1.0,1.0,3.0,0.0,0.0,228
1,0.0,3.0,1,1.0,1.0,1.0,0.0,4.0,1.0,1.0,295
0,4.0,1.0,1,0.0,0.0,1.0,0.0,3.0,0.0,1.0,153
0,4.0,3.0,1,0.0,0.0,1.0,0.0,5.0,0.0,1.0,136
1,1.0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,173
1,1.0,4.0,0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,236
0,1.0,0.0,1,0.0,1.0,1.0,0.0,5.0,0.0,1.0,224
1,3.0,0.0,0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,148
0,2.0,0.0,0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,201
1,4.0,3.0,0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,233
1,0.0,0.0,1,1.0,0.0,1.0,1.0,4.0,1.0,2.0,281
1,2.0,0.0,1,0.0,1.0,1.0,0.0,3.0,1.0,1.0,181
0,2.0,2.0,1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,181
0,1.0,1.0,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,166
0,2.0,2.0,0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,194
1,2.0,1.0,1,0.0,0.0,2.0,1.0,5.0,0.0,1.0,246
0,1.0,1.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,285
1,0.0,0.0,0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,155
0,3.0,3.0,0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,188
1,0.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,155
1,4.0,2.0,1,0.0,0.0,0.0,1.0,3.0,0.0,1.0,193
1,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,180
0,4.0,0.0,1,1.0,2.0,1.0,1.0,3.0,0.0,0.0,199
0,2.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,201
0,2.0,2.0,1,0.0,1.0,2.0,1.0,0.0,0.0,1.0,248
0,2.0,2.0,1,0.0,0.0,2.0,1.0,3.0,0.0,2.0,201
1,1.0,3.0,1,0.0,1.0,1.0,0.0,4.0,1.0,1.0,163
1,1.0,1.0,0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,238
0,3.0,2.0,1,0.0,1.0,2.0,1.0,1.0,1.0,1.0,197
0,0.0,1.0,0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,140
0,2.0,1.0,0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,176
1,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,198
1,2.0,2.0,1,1.0,2.0,1.0,0.0,3.0,0.0,1.0,259
1,2.0,0.0,1,0.0,0.0,2.0,0.0,2.0,1.0,2.0,214
1,0.0,1.0,1,0.0,1.0,1.0,1.0,2.0,0.0,0.0,231
1,1.0,0.0,1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,241
1,3.0,1.0,1,0.0,0.0,2.0,1.0,5.0,1.0,1.0,151
0,0.0,4.0,1,1.0,0.0,2.0,0.0,4.0,0.0,1.0,299
1,1.0,1.0,1,1.0,0.0,1.0,0.0,2.0,1.0,0.0,219
0,2.0,3.0,0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,224
0,1.0,2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,241
1,1.0,1.0,1,0.0,0.0,2.0,0.0,3.0,0.0,0.0,292
0,0.0,0.0,0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,249
1,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,200
1,3.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,230
1,2.0,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,201
1,3.0,1.0,1,1.0,1.0,1.0,0.0,5.0,0.0,0.0,208
0,2.0,4.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,252
0,2.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,150
1,3.0,2.0,0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,202
0,4.0,2.0,0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,147
1,0.0,0.0,1,1.0,1.0,2.0,0.0,2.0,1.0,2.0,293
0,4.0,2.0,1,1.0,0.0,2.0,1.0,2.0,0.0,1.0,212
1,2.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,222
0,1.0,0.0,1,1.0,0.0,0.0,0.0,5.0,0.0,1.0,150
1,2.0,2.0,1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,167
0,2.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,164
0,1.0,1.0,1,0.0,2.0,2.0,0.0,4.0,0.0,1.0,183
1,2.0,0.0,1,0.0,2.0,0.0,0.0,3.0,1.0,0.0,215
1,1.0,0.0,1,0.0,2.0,0.0,1.0,1.0,0.0,1.0,285
0,2.0,3.0,1,0.0,2.0,1.0,1.0,3.0,1.0,0.0,213
1,3.0,0.0,1,0.0,2.0,2.0,1.0,1.0,0.0,1.0,236
1,3.0,0.0,1,0.0,0.0,2.0,1.0,2.0,0.0,0.0,195
0,2.0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,259
0,2.0,0.0,0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,117
0,1.0,0.0,1,0.0,1.0,1.0,1.0,2.0,0.0,2.0,204
1,3.0,1.0,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,171
1,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,213
1,2.0,2.0,0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,123
0,3.0,0.0,1,0.0,1.0,2.0,1.0,1.0,1.0,1.0,177
0,2.0,0.0,0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,217
1,2.0,0.0,1,1.0,1.0,1.0,1.0,2.0,0.0,0.0,222
0,4.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,157
1,2.0,4.0,1,0.0,1.0,1.0,1.0,2.0,0.0,1.0,184
1,0.0,0.0,1,0.0,1.0,0.0,0.0,4.0,0.0,1.0,209
0,1.0,1.0,1,1.0,1.0,2.0,0.0,3.0,0.0,1.0,287
1,2.0,0.0,1,0.0,0.0,2.0,0.0,2.0,0.0,0.0,241
1,1.0,2.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,203
1,2.0,2.0,1,0.0,1.0,2.0,1.0,0.0,1.0,1.0,200
1,3.0,1.0,0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,204
1,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,167
1,3.0,1.0,0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,166
1,3.0,2.0,1,0.0,2.0,1.0,1.0,4.0,0.0,0.0,218
0,0.0,2.0,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,182
1,2.0,0.0,1,0.0,2.0,1.0,0.0,4.0,0.0,2.0,158
1,2.0,4.0,0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,181
0,1.0,1.0,0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,160
1,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,208
0,3.0,0.0,0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,247
1,1.0,1.0,1,0.0,1.0,2.0,0.0,1.0,0.0,2.0,204
0,3.0,1.0,1,0.0,3.0,1.0,0.0,2.0,0.0,0.0,147
0,1.0,0.0,1,1.0,2.0,1.0,1.0,0.0,0.0,1.0,258
1,4.0,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,229
0,0.0,1.0,0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,238
0,0.0,0.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,210
0,3.0,3.0,1,1.0,1.0,0.0,1.0,4.0,0.0,0.0,218
0,2.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,60
1,0.0,0.0,1,0.0,1.0,1.0,1.0,3.0,0.0,1.0,210
0,2.0,2.0,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,259
1,2.0,0.0,0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,148
1,1.0,1.0,1,0.0,1.0,1.0,0.0,4.0,0.0,1.0,184
0,4.0,1.0,1,0.0,2.0,1.0,0.0,2.0,1.0,0.0,167
1,3.0,0.0,1,1.0,0.0,2.0,0.0,1.0,0.0,0.0,204
0,2.0,2.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,273
1,0.0,0.0,0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,205
1,1.0,3.0,0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,198
1,0.0,0.0,1,1.0,0.0,2.0,0.0,5.0,1.0,1.0,169
1,3.0,0.0,0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,172
1,0.0,1.0,1,1.0,2.0,1.0,1.0,1.0,1.0,0.0,92
1,1.0,2.0,1,0.0,1.0,2.0,1.0,6.0,0.0,1.0,269
0,4.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,224
1,1.0,0.0,0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,244
0,2.0,0.0,0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,216
0,3.0,2.0,1,0.0,1.0,1.0,1.0,2.0,0.0,0.0,248
1,1.0,3.0,1,0.0,2.0,1.0,1.0,2.0,0.0,1.0,194
0,0.0,0.0,0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,160
0,2.0,0.0,1,0.0,3.0,1.0,1.0,3.0,0.0,1.0,232
1,2.0,0.0,1,1.0,0.0,1.0,1.0,1.0,0.0,2.0,206
0,0.0,3.0,1,0.0,1.0,2.0,0.0,1.0,0.0,1.0,291
1,3.0,3.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,171
1,1.0,4.0,1,1.0,1.0,2.0,1.0,3.0,1.0,0.0,286
1,3.0,3.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,147
0,3.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,163
1,3.0,1.0,1,1.0,1.0,1.0,0.0,2.0,0.0,0.0,271
1,0.0,0.0,1,0.0,1.0,1.0,0.0,3.0,1.0,0.0,142
1,3.0,0.0,1,0.0,1.0,1.0,1.0,6.0,0.0,1.0,194
